"","PdDistrict","X","Y","District"
"19258","CENTRAL",-122.404766823685,37.7962022664393,"Financial District"
"19264","TARAVAL",-122.476860541877,37.7522985347253,"Outer Sunset"
"19265","PARK",-122.448769079965,37.77073127123,"Haight Ashbury"
"19267","TARAVAL",-122.477699412082,37.7420082848143,"Parkside"
"19272","NORTHERN",-122.443789104313,37.7965201855599,"Marina"
"19273","NORTHERN",-122.434099467089,37.7859245785653,"Western Addition"
"19274","PARK",-122.454403424007,37.765232010482,"Inner Sunset"
"19282","INGLESIDE",-122.407051670732,37.7446021016987,"Bernal Heights"
"19287","TARAVAL",-122.47328732375,37.7403359649246,"Parkside"
"19289","TARAVAL",-122.487293384386,37.7341961990698,"Lakeshore"
"19291","TARAVAL",-122.489753101045,37.743349920199,"Parkside"
"19314","INGLESIDE",-122.420693160928,37.7421900390147,"Bernal Heights"
"19316","BAYVIEW",-122.388108289044,37.7656522298377,"Potrero Hill"
"19328","RICHMOND",-122.440461678217,37.7875852094515,"Western Addition"
"19332","NORTHERN",-122.442797976347,37.8038629379154,"Marina"
"19333","NORTHERN",-122.432256333845,37.7723635199759,"Western Addition"
"19334","NORTHERN",-122.433274677957,37.7860862387282,"Western Addition"
"19338","NORTHERN",-122.429519876751,37.7676408778052,"Castro/Upper Market"
"19341","BAYVIEW",-122.394646250335,37.7219920197814,"Bayview"
"19350","INGLESIDE",-122.432564140876,37.7344896218473,"Glen Park"
"19353","BAYVIEW",-122.393765212599,37.7636547467144,"Potrero Hill"
"19376","MISSION",-122.413756897616,37.7605644452279,"Mission"
"19384","RICHMOND",-122.464823133692,37.787504474885,"Inner Richmond"
"19385","INGLESIDE",-122.436523020079,37.7144783913105,"Excelsior"
"19396","PARK",-122.446485155387,37.7681382440911,"Haight Ashbury"
"19398","CENTRAL",-122.403591933967,37.8054129166837,"North Beach"
"19405","SOUTHERN",-122.393085748365,37.7826509862299,"South of Market"
"19407","BAYVIEW",-122.405102302871,37.760130593169,"Potrero Hill"
"19408","INGLESIDE",-122.445931288007,37.7275221955803,"Outer Mission"
"19412","INGLESIDE",-122.440183957755,37.720756970807,"Outer Mission"
"19424","NORTHERN",-122.4428172375,37.7994896740468,"Marina"
"19425","INGLESIDE",-122.432777096523,37.7144378367352,"Visitacion Valley"
"19428","INGLESIDE",-122.432404559912,37.7127619257148,"Crocker Amazon"
"19429","RICHMOND",-122.451446768576,37.7841442932644,"Presidio Heights"
"19441","BAYVIEW",-122.388856204292,37.7299809672996,"Bayview"
"19445","BAYVIEW",-122.383860146677,37.7350951197112,"Bayview"
"19452","BAYVIEW",-122.384907106098,37.7368469604958,"Bayview"
"19457","TARAVAL",-122.473232077693,37.7549417694975,"Inner Sunset"
"19460","RICHMOND",-122.483662388761,37.7810944944354,"Outer Richmond"
"19464","BAYVIEW",-122.413960212127,37.7236012264672,"Excelsior"
"19465","BAYVIEW",-122.372712355944,37.7281117689395,"Bayview"
"19468","MISSION",-122.418408871216,37.7675484464646,"Mission"
"19473","BAYVIEW",-122.405648592836,37.7427609749592,"Bayview"
"19474","RICHMOND",-122.509227802516,37.777989332035,"Outer Richmond"
"19475","INGLESIDE",-122.440416226696,37.7172459880077,"Outer Mission"
"19482","NORTHERN",-122.432095267448,37.7927280324537,"Pacific Heights"
"19485","MISSION",-122.416070932811,37.7612142236627,"Mission"
"19489","PARK",-122.434956691087,37.7734998621227,"Western Addition"
"19490","TARAVAL",-122.476164369698,37.7505108267455,"Outer Sunset"
"19491","CENTRAL",-122.402232454222,37.7984302773598,"Financial District"
"19493","SOUTHERN",-122.417612835958,37.7704071637725,"South of Market"
"19494","INGLESIDE",-122.430662624945,37.7257831709349,"Excelsior"
"19498","RICHMOND",-122.472877419428,37.7731428577933,"Inner Richmond"
"19500","INGLESIDE",-122.424235953591,37.7367372564892,"Bernal Heights"
"19503","SOUTHERN",-122.407503421816,37.7721039630017,"South of Market"
"19505","BAYVIEW",-122.405028933766,37.7384997436392,"Bayview"
"19506","TARAVAL",-122.475662603868,37.7171408545629,"Lakeshore"
"19507","NORTHERN",-122.421193769309,37.7840443977954,"Western Addition"
"19508","BAYVIEW",-122.391492869002,37.7239146663431,"Bayview"
"19510","NORTHERN",-122.434000946411,37.7817025067237,"Western Addition"
"19515","BAYVIEW",-122.383433948755,37.7297381449981,"Bayview"
"19521","INGLESIDE",-122.44657622515,37.7457617776244,"Diamond Heights"
"19522","NORTHERN",-122.422558408222,37.7789043433116,"Downtown/Civic Center"
"19527","TARAVAL",-122.454118358679,37.7141452033327,"Ocean View"
"19530","PARK",-122.441488426414,37.7764331716134,"Haight Ashbury"
"19535","CENTRAL",-122.413755582047,37.7900138156018,"Nob Hill"
"19536","INGLESIDE",-122.446967778757,37.7387295833392,"West of Twin Peaks"
"19539","BAYVIEW",-122.402209261483,37.7602965754592,"Potrero Hill"
"19549","CENTRAL",-122.416610149911,37.7958064032456,"Nob Hill"
"19570","TARAVAL",-122.499105252496,37.7541546297897,"Outer Sunset"
"19572","CENTRAL",-122.419359266314,37.8048384367685,"Russian Hill"
"19586","RICHMOND",-122.47356180857,37.7825859598082,"Inner Richmond"
"19599","INGLESIDE",-122.428177662823,37.7347770637962,"Bernal Heights"
"19600","BAYVIEW",-122.399764789663,37.7662516625687,"Potrero Hill"
"19607","BAYVIEW",-122.387198708952,37.7567789294467,"Potrero Hill"
"19610","RICHMOND",-122.460001593108,37.7812114079396,"Inner Richmond"
"19612","SOUTHERN",-122.421113134261,37.7716796786266,"South of Market"
"19616","NORTHERN",-122.44026835488,37.7935399974461,"Pacific Heights"
"19619","SOUTHERN",-122.392998702818,37.7822551330244,"South of Market"
"19632","CENTRAL",-122.412458134878,37.7934242351246,"Nob Hill"
"19633","CENTRAL",-122.407114491118,37.7899019822508,"Downtown/Civic Center"
"19635","BAYVIEW",-122.389863706193,37.7375861125753,"Bayview"
"19644","TARAVAL",-122.475491822708,37.7268308382992,"Lakeshore"
"19651","RICHMOND",-122.471916495608,37.7825949606971,"Inner Richmond"
"19655","TARAVAL",-122.463058810955,37.7142492282589,"Ocean View"
"19656","NORTHERN",-122.423251524811,37.8029513140385,"Russian Hill"
"19658","PARK",-122.434221184718,37.7642237070482,"Castro/Upper Market"
"19660","NORTHERN",-122.43194249391,37.7919562911324,"Pacific Heights"
"19664","TARAVAL",-122.486205438256,37.7303132169002,"Lakeshore"
"19665","TARAVAL",-122.468677470205,37.7530491698193,"Inner Sunset"
"19669","SOUTHERN",-122.40968512359,37.772837774627,"South of Market"
"19672","INGLESIDE",-122.43700378683,37.7129344044148,"Crocker Amazon"
"19673","INGLESIDE",-122.405231445492,37.7176311472753,"Visitacion Valley"
"19676","TARAVAL",-122.477498387268,37.7160139640857,"Lakeshore"
"19679","TARAVAL",-122.465037066383,37.7406512722385,"West of Twin Peaks"
"19680","CENTRAL",-122.402355166615,37.790503938715,"Financial District"
"19682","INGLESIDE",-122.413404160627,37.7142411256852,"Visitacion Valley"
"19686","RICHMOND",-122.450092253152,37.7821146580299,"Presidio Heights"
"19687","SOUTHERN",-122.412315780647,37.777343040466,"South of Market"
"19689","TARAVAL",-122.459212410375,37.724532960995,"West of Twin Peaks"
"19692","MISSION",-122.412354033821,37.7582176613659,"Mission"
"19693","MISSION",-122.438837972763,37.7562662400666,"Castro/Upper Market"
"19695","SOUTHERN",-122.405427162783,37.7712969876277,"South of Market"
"19698","INGLESIDE",-122.433721677127,37.718859841859,"Excelsior"
"19700","INGLESIDE",-122.405955158105,37.7476999795481,"Bernal Heights"
"19705","NORTHERN",-122.423914356158,37.8023291245693,"Russian Hill"
"19710","BAYVIEW",-122.404708560341,37.7303190833183,"Excelsior"
"19715","RICHMOND",-122.463894088904,37.7829092614438,"Inner Richmond"
"19717","CENTRAL",-122.400091665519,37.8001617207262,"North Beach"
"19719","CENTRAL",-122.403884595551,37.7940625051112,"Financial District"
"19720","BAYVIEW",-122.399679247863,37.7666952934378,"South of Market"
"19721","INGLESIDE",-122.432856484578,37.7288181700437,"Outer Mission"
"19734","MISSION",-122.407406866036,37.7651269832499,"Mission"
"19738","NORTHERN",-122.432908645033,37.7844731456085,"Western Addition"
"19740","TENDERLOIN",-122.406850401437,37.7855610975205,"Downtown/Civic Center"
"19747","NORTHERN",-122.432911990737,37.7870349820474,"Western Addition"
"19752","BAYVIEW",-122.393512077492,37.7317446899121,"Bayview"
"19755","PARK",-122.447123741877,37.7709342643167,"Haight Ashbury"
"19773","CENTRAL",-122.401588379991,37.7910139283214,"Financial District"
"19780","SOUTHERN",-122.396905531975,37.7768587665468,"South of Market"
"19782","NORTHERN",-122.424905454986,37.7780730738161,"Western Addition"
"19784","TARAVAL",-122.493618178261,37.7534829985845,"Outer Sunset"
"19789","MISSION",-122.440726238034,37.7576633935462,"Castro/Upper Market"
"19791","INGLESIDE",-122.421430545849,37.7439537432975,"Bernal Heights"
"19792","RICHMOND",-122.453702980691,37.7817840733425,"Presidio Heights"
"19794","PARK",-122.451237848192,37.7651488651911,"Haight Ashbury"
"19800","INGLESIDE",-122.428990049488,37.7439601063991,"Noe Valley"
"19801","BAYVIEW",-122.407544978737,37.7278745037778,"Excelsior"
"19809","MISSION",-122.423017163583,37.7608183312525,"Mission"
"19812","SOUTHERN",-122.415694485261,37.7720722976898,"South of Market"
"19816","TARAVAL",-122.486177330467,37.7368129188976,"Parkside"
"19818","RICHMOND",-122.466431521519,37.7734290464792,"Inner Richmond"
"19821","MISSION",-122.428254748888,37.7677090926808,"Castro/Upper Market"
"19824","TARAVAL",-122.488277734646,37.7461806732725,"Parkside"
"19827","RICHMOND",-122.471905258677,37.7750025898933,"Inner Richmond"
"19836","RICHMOND",-122.455239493762,37.7871359550525,"Presidio Heights"
"19848","CENTRAL",-122.405411518793,37.7953293080075,"Chinatown"
"19850","NORTHERN",-122.436435928875,37.8056317725184,"Marina"
"19858","INGLESIDE",-122.434147715931,37.7211793229259,"Excelsior"
"19860","RICHMOND",-122.507232084667,37.7715731425975,"Outer Richmond"
"19862","INGLESIDE",-122.419200129034,37.7446306934522,"Bernal Heights"
"19866","TARAVAL",-122.501502160824,37.7596658144363,"Outer Sunset"
"19878","SOUTHERN",-122.409999001703,37.7758927476069,"South of Market"
"19879","NORTHERN",-122.443330103325,37.7980578628868,"Marina"
"19880","RICHMOND",-122.441301747588,37.7880135813236,"Pacific Heights"
"19881","RICHMOND",-122.484327894537,37.7734818779274,"Outer Richmond"
"19883","PARK",-122.454594080488,37.7661655561572,"Golden Gate Park"
"19889","CENTRAL",-122.408839140379,37.8043594849441,"North Beach"
"19897","BAYVIEW",-122.396237229852,37.7591467320616,"Potrero Hill"
"19909","SOUTHERN",-122.40856429774,37.7760967348453,"South of Market"
"19913","NORTHERN",-122.428356893241,37.7864709245716,"Western Addition"
"19915","RICHMOND",-122.455197430222,37.7807110127869,"Inner Richmond"
"19924","NORTHERN",-122.429059497393,37.8027392695456,"Marina"
"19933","BAYVIEW",-122.392967630504,37.7379607056553,"Bayview"
"19939","TARAVAL",-122.502313645004,37.7623956491177,"Outer Sunset"
"19955","PARK",-122.460429077329,37.7642400754979,"Inner Sunset"
"19961","CENTRAL",-122.402861619782,37.8045310970962,"North Beach"
"19964","NORTHERN",-122.419456894393,37.7768617186718,"Downtown/Civic Center"
"19965","RICHMOND",-122.451998028803,37.7780501202623,"Inner Richmond"
"19966","NORTHERN",-122.423180920623,37.7739309949881,"Western Addition"
"19967","BAYVIEW",-122.37945356734,37.7372234700271,"Bayview"
"19975","INGLESIDE",-122.456407784485,37.709691756097,"Outer Mission"
"19978","NORTHERN",-122.442074578851,37.8042419546228,"Marina"
"19980","RICHMOND",-122.475366947684,37.785235711069,"Inner Richmond"
"19981","CENTRAL",-122.413225873549,37.8037599622506,"North Beach"
"19983","INGLESIDE",-122.416487140064,37.7349265065128,"Bernal Heights"
"19988","MISSION",-122.415862998663,37.7652260748168,"Mission"
"19996","TARAVAL",-122.475709581589,37.7458376984906,"Parkside"
"19999","SOUTHERN",-122.403715607574,37.7840428115732,"South of Market"
"20008","NORTHERN",-122.421585630416,37.7950262318357,"Nob Hill"
"20020","NORTHERN",-122.43505280002,37.7906587149859,"Pacific Heights"
"20025","BAYVIEW",-122.402841680867,37.7450364333137,"Bayview"
"20027","INGLESIDE",-122.409795297453,37.7413868875822,"Bernal Heights"
"20028","TARAVAL",-122.495520694781,37.7421213190736,"Parkside"
"20034","BAYVIEW",-122.39492263846,37.7268838000332,"Bayview"
"20044","RICHMOND",-122.461210550383,37.7830866899279,"Inner Richmond"
"20055","BAYVIEW",-122.38435769838,37.7324996437285,"Bayview"
"20068","PARK",-122.433737353557,37.7716875238845,"Western Addition"
"20075","BAYVIEW",-122.389768984951,37.7305636925712,"Bayview"
"20079","TARAVAL",-122.478325615864,37.7644357771555,"Outer Sunset"
"20083","INGLESIDE",-122.407247379765,37.7155973815954,"Visitacion Valley"
"20086","TARAVAL",-122.483024483876,37.7632469249956,"Outer Sunset"
"20088","MISSION",-122.416254017272,37.7515522899856,"Mission"
"20091","TARAVAL",-122.458698029313,37.7200805598405,"Ocean View"
"20094","TARAVAL",-122.506893322507,37.7444641730262,"Parkside"
"20098","PARK",-122.433301088413,37.7670659594493,"Castro/Upper Market"
"20099","RICHMOND",-122.487668492361,37.7761525407711,"Outer Richmond"
"20100","RICHMOND",-122.481927950534,37.7849352975007,"Outer Richmond"
"20108","SOUTHERN",-122.396039441019,37.7885368188001,"Financial District"
"20116","CENTRAL",-122.404793641916,37.788804548889,"Financial District"
"20117","BAYVIEW",-122.396516726913,37.7371564713337,"Bayview"
"20118","INGLESIDE",-122.424497944857,37.7466488718366,"Bernal Heights"
"20121","INGLESIDE",-122.41659461298,37.7366732999684,"Bernal Heights"
"20133","MISSION",-122.432901431254,37.7614166781504,"Castro/Upper Market"
"20135","RICHMOND",-122.471505490017,37.7768909350927,"Inner Richmond"
"20147","NORTHERN",-122.435459538607,37.7882195532209,"Western Addition"
"20150","INGLESIDE",-122.433850481856,37.7347861527161,"Glen Park"
"20157","RICHMOND",-122.441917833698,37.7869001284792,"Western Addition"
"20158","PARK",-122.45224265737,37.7712286761869,"Haight Ashbury"
"20163","BAYVIEW",-122.385284373695,37.7402402179507,"Bayview"
"20167","PARK",-122.450339939803,37.7567535829569,"Twin Peaks"
"20168","TARAVAL",-122.476684519586,37.7579683424839,"Outer Sunset"
"20171","TARAVAL",-122.460757719049,37.7247714119319,"Ocean View"
"20174","TENDERLOIN",-122.405861657246,37.786627232545,"Financial District"
"20180","BAYVIEW",-122.382742108888,37.7399451834026,"Bayview"
"20182","INGLESIDE",-122.450297197773,37.7095519408421,"Crocker Amazon"
"20183","RICHMOND",-122.498390355107,37.768861527492,"Golden Gate Park"
"20185","NORTHERN",-122.439815722257,37.7975503025544,"Marina"
"20187","CENTRAL",-122.39984969711,37.7982679017862,"Financial District"
"20188","RICHMOND",-122.437763436629,37.7873724686567,"Western Addition"
"20195","NORTHERN",-122.430857476037,37.7820966815117,"Western Addition"
"20201","TARAVAL",-122.474586695159,37.720469226768,"Lakeshore"
"20204","NORTHERN",-122.426722441111,37.774437373756,"Western Addition"
"20213","TENDERLOIN",-122.411747371924,37.7859988323798,"Downtown/Civic Center"
"20223","PARK",-122.453796674591,37.7663220141725,"Golden Gate Park"
"20228","NORTHERN",-122.425018759006,37.7994323347034,"Marina"
"20229","INGLESIDE",-122.41167412088,37.7187542939484,"Visitacion Valley"
"20231","MISSION",-122.410534598802,37.7583377595165,"Mission"
"20241","PARK",-122.441371881622,37.7716188347231,"Haight Ashbury"
"20244","INGLESIDE",-122.409449143117,37.7367854580254,"Bernal Heights"
"20246","BAYVIEW",-122.404407189561,37.7294075591753,"Excelsior"
"20249","RICHMOND",-122.45084560938,37.7806215983649,"Inner Richmond"
"20253","INGLESIDE",-122.442028270342,37.7323578791215,"Outer Mission"
"20254","BAYVIEW",-122.402390932043,37.7218958376193,"Visitacion Valley"
"20255","INGLESIDE",-122.415461474153,37.7106377857099,"Visitacion Valley"
"20257","INGLESIDE",-122.446784368926,37.739640900564,"West of Twin Peaks"
"20258","RICHMOND",-122.46349138082,37.7859292025013,"Inner Richmond"
"20261","CENTRAL",-122.400348430427,37.7921275137572,"Financial District"
"20262","MISSION",-122.407685897302,37.7670824029841,"Mission"
"20265","RICHMOND",-122.439138418055,37.7900801103342,"Pacific Heights"
"20269","NORTHERN",-122.419234662317,37.7757784176924,"Downtown/Civic Center"
"20271","RICHMOND",-122.447700458608,37.7817429594612,"Inner Richmond"
"20273","INGLESIDE",-122.413922164864,37.7467369683804,"Bernal Heights"
"20275","BAYVIEW",-122.396138294662,37.7170385949053,"Bayview"
"20286","CENTRAL",-122.415568328584,37.8016079763701,"Russian Hill"
"20288","MISSION",-122.419837816387,37.7593751579447,"Mission"
"20291","INGLESIDE",-122.440743149905,37.7161388666379,"Crocker Amazon"
"20293","RICHMOND",-122.456497129084,37.779692876304,"Inner Richmond"
"20300","PARK",-122.436592321946,37.7731833318632,"Western Addition"
"20303","INGLESIDE",-122.41937240015,37.730429960245,"Excelsior"
"20310","NORTHERN",-122.432492300867,37.781889129386,"Western Addition"
"20314","RICHMOND",-122.448793137046,37.7808807919093,"Inner Richmond"
"20319","INGLESIDE",-122.447888905355,37.7096084583837,"Crocker Amazon"
"20324","MISSION",-122.44236969444,37.7609713184553,"Castro/Upper Market"
"20326","NORTHERN",-122.421237586301,37.7766248484983,"Downtown/Civic Center"
"20348","PARK",-122.450994597258,37.7500311728466,"Twin Peaks"
"20353","CENTRAL",-122.407459642133,37.7945759648759,"Chinatown"
"20355","SOUTHERN",-122.409678806778,37.780978048463,"South of Market"
"20359","RICHMOND",-122.460552664492,37.7740299858693,"Inner Richmond"
"20363","BAYVIEW",-122.396320819026,37.7372763126101,"Bayview"
"20369","NORTHERN",-122.439258250408,37.8040791747988,"Marina"
"20372","SOUTHERN",-122.415374135884,37.7748441181386,"South of Market"
"20376","SOUTHERN",-122.407016490971,37.7773996401842,"South of Market"
"20379","RICHMOND",-122.439633628211,37.7882249978882,"Pacific Heights"
"20381","TARAVAL",-122.465522160917,37.7602797190358,"Inner Sunset"
"20382","CENTRAL",-122.42203497183,37.8059841928876,"Russian Hill"
"20388","CENTRAL",-122.41337058114,37.8085752673964,"North Beach"
"20389","INGLESIDE",-122.425750539879,37.7393775154875,"Glen Park"
"20391","PARK",-122.461402730712,37.7625450354677,"Inner Sunset"
"20393","NORTHERN",-122.438430433699,37.7952917573674,"Pacific Heights"
"20403","SOUTHERN",-122.394619010251,37.7799151588929,"South of Market"
"20411","PARK",-122.447444624339,37.7680138285105,"Haight Ashbury"
"20412","PARK",-122.451321281998,37.7670547006262,"Haight Ashbury"
"20413","BAYVIEW",-122.387508487305,37.7592586166308,"Potrero Hill"
"20414","TARAVAL",-122.474247765423,37.7240814171246,"Lakeshore"
"20416","TARAVAL",-122.506054933005,37.763210588602,"Outer Sunset"
"20417","TARAVAL",-122.491893513998,37.7451249124788,"Parkside"
"20418","BAYVIEW",-122.399584775431,37.7125366588715,"Visitacion Valley"
"20422","RICHMOND",-122.471372908785,37.7750252282436,"Inner Richmond"
"20436","BAYVIEW",-122.39448211485,37.72952804164,"Bayview"
"20445","PARK",-122.452730385108,37.7649584350954,"Inner Sunset"
"20446","BAYVIEW",-122.404499252326,37.7646644599554,"Potrero Hill"
"20449","RICHMOND",-122.462278686054,37.7830359536166,"Inner Richmond"
"20455","MISSION",-122.417208887956,37.7514944896294,"Mission"
"20459","MISSION",-122.406206824254,37.767225340757,"Mission"
"20461","RICHMOND",-122.438800308883,37.7887609779354,"Pacific Heights"
"20468","TARAVAL",-122.485730103582,37.7472660064588,"Outer Sunset"
"20469","INGLESIDE",-122.444476948345,37.7194315569181,"Outer Mission"
"20470","CENTRAL",-122.413765578666,37.8060871401325,"North Beach"
"20477","SOUTHERN",-122.397501734179,37.7800859438702,"South of Market"
"20481","CENTRAL",-122.39779964145,37.7944335524161,"Financial District"
"20484","NORTHERN",-122.426445754167,37.7841466012998,"Western Addition"
"20487","SOUTHERN",-122.396356347158,37.7746516427371,"South of Market"
"20488","RICHMOND",-122.4536561864,37.7840526743018,"Presidio Heights"
"20493","BAYVIEW",-122.401970278814,37.7680521740674,"South of Market"
"20497","BAYVIEW",-122.398694017481,37.7656531312414,"Potrero Hill"
"20501","INGLESIDE",-122.412611074843,37.7123220693794,"Visitacion Valley"
"20503","INGLESIDE",-122.410150845105,37.713304358501,"Visitacion Valley"
"20506","TARAVAL",-122.460846769263,37.7140971125797,"Ocean View"
"20507","INGLESIDE",-122.409745144003,37.7455622222632,"Bernal Heights"
"20517","BAYVIEW",-122.400659745592,37.7418540606461,"Bayview"
"20519","RICHMOND",-122.479106561712,37.776543816832,"Outer Richmond"
"20520","NORTHERN",-122.417594247706,37.7840149232554,"Downtown/Civic Center"
"20524","BAYVIEW",-122.374882420332,37.731431829647,"Bayview"
"20528","NORTHERN",-122.437414698949,37.7940059827042,"Pacific Heights"
"20542","TARAVAL",-122.469262500168,37.7601692865178,"Inner Sunset"
"20543","CENTRAL",-122.404767635853,37.7946646538154,"Financial District"
"20545","SOUTHERN",-122.405586175575,37.7802176191503,"South of Market"
"20547","CENTRAL",-122.414018624252,37.7970069584054,"Russian Hill"
"20552","CENTRAL",-122.404142035768,37.7953730394431,"Financial District"
"20560","PARK",-122.43906208618,37.7663877280272,"Castro/Upper Market"
"20561","TARAVAL",-122.47108978279,37.7404342819525,"Parkside"
"20564","MISSION",-122.415464372874,37.7669370292874,"Mission"
"20567","BAYVIEW",-122.401808957191,37.734728042827,"Bayview"
"20571","SOUTHERN",-122.402224095303,37.781960649289,"South of Market"
"20582","INGLESIDE",-122.405527956606,37.7169479263456,"Visitacion Valley"
"20587","BAYVIEW",-122.381400971393,37.7294904424423,"Bayview"
"20598","TENDERLOIN",-122.408890252742,37.7843467613273,"Downtown/Civic Center"
"20602","TARAVAL",-122.490788343316,37.760137271659,"Outer Sunset"
"20607","RICHMOND",-122.449116002905,37.7773216006661,"Inner Richmond"
"20622","MISSION",-122.416407071861,37.7531509460228,"Mission"
"20633","TARAVAL",-122.476765086003,37.7420494047504,"Parkside"
"20639","MISSION",-122.415629332446,37.757232227914,"Mission"
"20641","BAYVIEW",-122.394565756376,37.7370657700508,"Bayview"
"20643","RICHMOND",-122.496522518983,37.7795492491798,"Outer Richmond"
"20649","BAYVIEW",-122.40447766233,37.7394826513837,"Bayview"
"20652","NORTHERN",-122.434306679425,37.7849415961135,"Western Addition"
"20653","TENDERLOIN",-122.41565370001,37.7787196511256,"Downtown/Civic Center"
"20655","NORTHERN",-122.426147071182,37.7762395631672,"Western Addition"
"20656","CENTRAL",-122.410199135855,37.8012139881945,"North Beach"
"20666","SOUTHERN",-122.395503971395,37.7841173084754,"South of Market"
"20667","CENTRAL",-122.418333696264,37.7982754745477,"Russian Hill"
"20669","PARK",-122.45319019834,37.7677850586334,"Haight Ashbury"
"20671","INGLESIDE",-122.438519414468,37.719605303427,"Excelsior"
"20672","TARAVAL",-122.467662674102,37.7601858144207,"Inner Sunset"
"20675","INGLESIDE",-122.417164791978,37.7470622078451,"Bernal Heights"
"20677","RICHMOND",-122.439976000453,37.789920614504,"Pacific Heights"
"20679","INGLESIDE",-122.433559427453,37.7264277806782,"Outer Mission"
"20687","TARAVAL",-122.494037909459,37.7441142096601,"Parkside"
"20690","INGLESIDE",-122.417977378088,37.7089177640869,"Visitacion Valley"
"20696","INGLESIDE",-122.444935937315,37.7177118010279,"Outer Mission"
"20697","MISSION",-122.406805624892,37.7677621719718,"Mission"
"20702","SOUTHERN",-122.416291010511,37.7737581733366,"South of Market"
"20709","NORTHERN",-122.430493910342,37.8014931881504,"Marina"
"20710","MISSION",-122.421445891972,37.7512372240733,"Mission"
"20711","TARAVAL",-122.472291669836,37.7338820857546,"Lakeshore"
"20724","SOUTHERN",-122.410113476212,37.7731004499125,"South of Market"
"20727","NORTHERN",-122.428402515936,37.8037270316264,"Marina"
"20730","RICHMOND",-122.445565547929,37.7879011660178,"Pacific Heights"
"20734","RICHMOND",-122.475888481772,37.7766911946927,"Inner Richmond"
"20736","TARAVAL",-122.477807690807,37.7579192829428,"Outer Sunset"
"20737","TARAVAL",-122.481133598212,37.734470249439,"Lakeshore"
"20743","TARAVAL",-122.494720114385,37.7384713582635,"Parkside"
"20751","MISSION",-122.430557516763,37.7491465739574,"Noe Valley"
"20755","PARK",-122.463082794078,37.7577363372928,"Inner Sunset"
"20759","SOUTHERN",-122.399010207568,37.7887066123323,"Financial District"
"20760","BAYVIEW",-122.395729263523,37.7319142844378,"Bayview"
"20767","SOUTHERN",-122.412651894354,37.7795131668888,"South of Market"
"20769","NORTHERN",-122.42081470958,37.7836278720696,"Downtown/Civic Center"
"20770","MISSION",-122.430477994542,37.7483493718549,"Noe Valley"
"20773","RICHMOND",-122.462684176323,37.7737582797754,"Inner Richmond"
"20774","NORTHERN",-122.42831052169,37.7823629069329,"Western Addition"
"20777","BAYVIEW",-122.395989596412,37.721313139839,"Bayview"
"20791","CENTRAL",-122.405862214655,37.7979117105028,"Chinatown"
"20803","NORTHERN",-122.43190352548,37.7863148737463,"Western Addition"
"20805","BAYVIEW",-122.389159984245,37.76179278152,"Potrero Hill"
"20807","RICHMOND",-122.471762293488,37.7731370565281,"Golden Gate Park"
"20810","INGLESIDE",-122.439992498876,37.7171486722748,"Excelsior"
"20818","INGLESIDE",-122.440659593804,37.7168235156302,"Outer Mission"
"20821","PARK",-122.453592291387,37.7558181790692,"Twin Peaks"
"20823","TARAVAL",-122.484760636297,37.765114811569,"Golden Gate Park"
"20826","TARAVAL",-122.468075662537,37.7152017720854,"Ocean View"
"20840","SOUTHERN",-122.396409322733,37.7872812876351,"Financial District"
"20846","SOUTHERN",-122.409158691757,37.7782352182811,"South of Market"
"20847","MISSION",-122.424744325377,37.7590407566351,"Mission"
"20852","SOUTHERN",-122.396251395987,37.7852582857699,"South of Market"
"20856","BAYVIEW",-122.402686415572,37.7351567765722,"Bayview"
"20866","NORTHERN",-122.425288604907,37.8040674317984,"Marina"
"20868","SOUTHERN",-122.40509433812,37.7789940710712,"South of Market"
"20887","MISSION",-122.4094512966,37.7512276969557,"Mission"
"20889","RICHMOND",-122.469357481945,37.7779050116432,"Inner Richmond"
"20891","SOUTHERN",-122.407292919902,37.7763046459413,"South of Market"
"20894","BAYVIEW",-122.386571215861,37.7503255046368,"Bayview"
"20900","BAYVIEW",-122.403750443804,37.7229277838502,"Visitacion Valley"
"20903","BAYVIEW",-122.402806433608,37.7570691172002,"Potrero Hill"
"20904","NORTHERN",-122.431184487125,37.7882074521757,"Western Addition"
"20912","TARAVAL",-122.471227901179,37.7404281429428,"Parkside"
"20913","PARK",-122.44993043299,37.7653155983973,"Haight Ashbury"
"20916","SOUTHERN",-122.392976405511,37.7884089676788,"South of Market"
"20920","RICHMOND",-122.449270249224,37.7846856433216,"Presidio Heights"
"20921","CENTRAL",-122.412305654928,37.8072245494003,"North Beach"
"20923","TARAVAL",-122.463030494503,37.7125743442401,"Ocean View"
"20925","INGLESIDE",-122.438622865413,37.7153086972139,"Excelsior"
"20934","BAYVIEW",-122.396411072525,37.7511784346447,"Potrero Hill"
"20935","CENTRAL",-122.407441894207,37.7984735976057,"North Beach"
"20937","CENTRAL",-122.415434713819,37.7939455886301,"Nob Hill"
"20938","RICHMOND",-122.440731807636,37.7851939209085,"Western Addition"
"20941","PARK",-122.447904554135,37.7751421104171,"Haight Ashbury"
"20944","RICHMOND",-122.461621881496,37.7738940800796,"Inner Richmond"
"20948","NORTHERN",-122.436910088417,37.7998528145322,"Marina"
"20959","RICHMOND",-122.44045789619,37.7837983805331,"Western Addition"
